TUScore,employed,age,accepted
676,TRUE,21,FALSE
367,FALSE,55,FALSE
675,TRUE,57,TRUE
64,TRUE,45,FALSE
228,TRUE,48,FALSE
334,TRUE,32,FALSE
191,FALSE,51,FALSE
424,FALSE,61,FALSE
149,TRUE,33,FALSE
640,TRUE,49,TRUE
239,TRUE,73,FALSE
532,TRUE,58,FALSE
375,FALSE,50,FALSE
653,TRUE,43,FALSE
4,FALSE,70,FALSE
402,TRUE,65,FALSE
0,FALSE,44,FALSE
445,TRUE,30,TRUE
693,TRUE,71,FALSE
74,FALSE,29,FALSE
90,FALSE,61,FALSE
31,FALSE,65,FALSE
705,TRUE,35,TRUE
3,FALSE,81,FALSE
215,TRUE,58,FALSE
255,TRUE,34,TRUE
306,FALSE,59,FALSE
581,TRUE,33,TRUE
34,FALSE,67,FALSE
647,TRUE,49,TRUE
11,TRUE,39,FALSE
138,FALSE,51,FALSE
451,FALSE,70,TRUE
341,FALSE,43,FALSE
51,TRUE,44,FALSE
343,TRUE,76,FALSE
529,TRUE,55,FALSE
40,FALSE,51,FALSE
317,FALSE,37,FALSE
93,TRUE,25,FALSE
75,TRUE,53,FALSE
696,TRUE,42,TRUE
454,FALSE,41,FALSE
392,TRUE,56,FALSE
348,FALSE,54,FALSE
570,TRUE,48,TRUE
667,TRUE,45,TRUE
21,FALSE,50,FALSE
682,TRUE,51,TRUE
551,TRUE,40,FALSE
244,TRUE,63,FALSE
250,FALSE,65,FALSE
686,TRUE,34,TRUE
440,FALSE,41,FALSE
192,TRUE,27,FALSE
27,FALSE,46,FALSE
73,TRUE,31,FALSE
579,TRUE,47,TRUE
140,FALSE,41,FALSE
64,FALSE,36,FALSE
87,FALSE,43,FALSE
531,TRUE,54,TRUE
122,FALSE,50,FALSE
314,TRUE,44,FALSE
112,FALSE,55,FALSE
123,FALSE,40,FALSE
350,FALSE,53,FALSE
631,TRUE,42,TRUE
296,FALSE,50,FALSE
596,TRUE,32,TRUE
493,FALSE,70,TRUE
69,TRUE,59,FALSE
109,FALSE,29,TRUE
290,FALSE,57,FALSE
115,FALSE,33,FALSE
208,FALSE,35,FALSE
434,TRUE,34,FALSE
2,TRUE,31,TRUE
295,FALSE,69,FALSE
463,FALSE,39,FALSE
450,TRUE,65,TRUE
352,FALSE,34,FALSE
91,FALSE,30,FALSE
523,TRUE,66,FALSE
36,TRUE,39,FALSE
435,FALSE,41,TRUE
367,FALSE,39,FALSE
657,TRUE,63,FALSE
200,FALSE,45,FALSE
174,FALSE,53,FALSE
528,TRUE,64,FALSE
524,TRUE,45,FALSE
60,FALSE,28,FALSE
624,TRUE,52,TRUE
386,TRUE,54,TRUE
231,FALSE,49,FALSE
320,FALSE,63,FALSE
454,FALSE,51,FALSE
36,FALSE,34,FALSE
640,TRUE,47,TRUE
169,FALSE,50,FALSE
225,FALSE,46,FALSE
670,TRUE,46,TRUE
449,FALSE,61,FALSE
162,FALSE,45,FALSE
408,FALSE,59,FALSE
116,FALSE,49,FALSE
338,FALSE,43,FALSE
364,FALSE,39,TRUE
634,TRUE,40,TRUE
102,FALSE,72,FALSE
139,FALSE,45,FALSE
68,FALSE,58,FALSE
670,FALSE,25,FALSE
133,FALSE,35,FALSE
157,FALSE,44,FALSE
261,FALSE,50,FALSE
448,FALSE,58,FALSE
287,FALSE,27,FALSE
625,TRUE,54,TRUE
613,TRUE,53,TRUE
451,FALSE,54,FALSE
383,FALSE,19,FALSE
33,FALSE,53,FALSE
708,TRUE,64,TRUE
293,FALSE,38,FALSE
52,TRUE,36,FALSE
9,FALSE,57,FALSE
665,TRUE,69,FALSE
21,FALSE,60,FALSE
399,FALSE,40,FALSE
408,TRUE,41,FALSE
415,FALSE,25,FALSE
314,FALSE,36,FALSE
229,FALSE,67,FALSE
84,TRUE,32,FALSE
207,TRUE,38,FALSE
13,FALSE,37,FALSE
467,FALSE,43,FALSE
607,TRUE,50,TRUE
349,TRUE,43,FALSE
122,FALSE,34,FALSE
624,TRUE,57,TRUE
73,TRUE,60,FALSE
700,TRUE,34,TRUE
487,FALSE,23,FALSE
380,FALSE,58,FALSE
395,FALSE,25,FALSE
357,FALSE,52,FALSE
25,FALSE,41,FALSE
507,TRUE,28,FALSE
8,FALSE,36,FALSE
356,FALSE,55,FALSE
236,FALSE,51,FALSE
604,TRUE,35,TRUE
656,TRUE,63,TRUE
184,FALSE,67,FALSE
179,TRUE,49,FALSE
276,FALSE,55,FALSE
295,TRUE,33,TRUE
661,TRUE,23,FALSE
510,TRUE,49,TRUE
105,TRUE,37,FALSE
158,FALSE,30,FALSE
601,TRUE,37,FALSE
399,FALSE,25,FALSE
547,TRUE,40,FALSE
128,FALSE,58,FALSE
371,TRUE,67,FALSE
89,FALSE,46,FALSE
275,FALSE,43,FALSE
665,TRUE,55,TRUE
378,FALSE,38,TRUE
700,TRUE,31,TRUE
678,TRUE,49,FALSE
112,FALSE,78,FALSE
707,TRUE,58,TRUE
87,TRUE,55,FALSE
656,TRUE,36,TRUE
654,TRUE,63,TRUE
542,TRUE,53,TRUE
108,FALSE,39,FALSE
267,FALSE,30,FALSE
612,TRUE,23,FALSE
461,FALSE,53,FALSE
552,TRUE,62,FALSE
522,TRUE,30,FALSE
255,FALSE,32,FALSE
306,FALSE,35,FALSE
454,FALSE,50,FALSE
400,FALSE,42,FALSE
678,TRUE,41,FALSE
672,TRUE,60,TRUE
34,FALSE,29,FALSE
408,TRUE,59,TRUE
636,TRUE,65,TRUE
224,FALSE,37,FALSE
107,TRUE,32,FALSE
410,TRUE,51,TRUE
183,FALSE,21,FALSE
650,TRUE,37,TRUE
569,TRUE,25,TRUE
246,TRUE,38,FALSE
699,TRUE,61,FALSE
336,FALSE,57,TRUE
646,TRUE,41,TRUE
381,TRUE,37,TRUE
659,TRUE,58,TRUE
302,FALSE,24,FALSE
212,FALSE,55,FALSE
494,FALSE,28,TRUE
500,FALSE,47,FALSE
624,TRUE,31,TRUE
385,TRUE,83,FALSE
507,TRUE,41,FALSE
707,TRUE,23,FALSE
342,FALSE,24,FALSE
58,FALSE,23,FALSE
43,FALSE,35,TRUE
352,TRUE,71,FALSE
36,FALSE,68,FALSE
58,FALSE,66,FALSE
666,TRUE,37,TRUE
618,FALSE,51,FALSE
201,FALSE,40,FALSE
216,TRUE,57,FALSE
188,TRUE,52,FALSE
409,FALSE,51,TRUE
365,FALSE,53,FALSE
195,FALSE,56,FALSE
198,FALSE,53,FALSE
643,TRUE,23,FALSE
538,TRUE,64,FALSE
180,TRUE,52,FALSE
458,TRUE,24,TRUE
231,FALSE,36,FALSE
305,FALSE,60,FALSE
604,TRUE,48,TRUE
0,TRUE,38,FALSE
487,FALSE,51,FALSE
680,FALSE,67,FALSE
413,TRUE,47,TRUE
547,TRUE,65,FALSE
587,TRUE,57,FALSE
559,TRUE,40,TRUE
410,FALSE,41,FALSE
602,FALSE,70,FALSE
30,FALSE,64,FALSE
241,FALSE,73,TRUE
65,FALSE,40,FALSE
227,FALSE,41,FALSE
69,TRUE,29,FALSE
305,TRUE,42,TRUE
390,TRUE,69,TRUE
198,FALSE,54,FALSE
47,FALSE,49,FALSE
454,FALSE,43,TRUE
653,TRUE,28,TRUE
302,FALSE,32,FALSE
295,TRUE,47,TRUE
369,FALSE,56,TRUE
556,TRUE,43,TRUE
315,FALSE,40,FALSE
331,TRUE,55,TRUE
527,TRUE,58,TRUE
644,TRUE,47,TRUE
15,FALSE,47,FALSE
709,TRUE,47,TRUE
35,FALSE,53,FALSE
450,FALSE,47,FALSE
142,FALSE,44,FALSE
242,FALSE,52,FALSE
581,TRUE,67,TRUE
96,FALSE,30,FALSE
629,TRUE,40,TRUE
19,FALSE,59,FALSE
478,FALSE,57,FALSE
540,FALSE,69,FALSE
335,FALSE,69,FALSE
283,FALSE,73,FALSE
292,FALSE,23,FALSE
231,FALSE,63,FALSE
352,TRUE,54,FALSE
91,FALSE,38,FALSE
188,TRUE,44,FALSE
249,FALSE,65,FALSE
362,FALSE,66,FALSE
545,TRUE,52,TRUE
287,FALSE,71,FALSE
85,TRUE,80,FALSE
664,TRUE,61,TRUE
526,TRUE,47,TRUE
9,FALSE,50,FALSE
189,FALSE,29,FALSE
318,FALSE,46,FALSE
150,FALSE,50,FALSE
544,TRUE,61,FALSE
38,TRUE,19,FALSE
608,TRUE,34,TRUE
52,FALSE,55,FALSE
579,TRUE,50,TRUE
177,FALSE,69,FALSE
710,TRUE,44,TRUE
328,TRUE,56,FALSE
254,FALSE,59,FALSE
269,FALSE,45,FALSE
686,TRUE,59,TRUE
196,TRUE,48,FALSE
502,TRUE,40,FALSE
49,FALSE,58,FALSE
159,FALSE,33,FALSE
7,FALSE,44,FALSE
222,FALSE,31,FALSE
170,TRUE,52,FALSE
184,TRUE,48,FALSE
373,FALSE,41,FALSE
498,FALSE,50,FALSE
241,FALSE,25,FALSE
293,FALSE,47,FALSE
520,TRUE,55,FALSE
395,FALSE,46,FALSE
254,FALSE,63,FALSE
58,TRUE,41,FALSE
245,TRUE,41,FALSE
534,TRUE,48,FALSE
582,TRUE,35,TRUE
97,TRUE,31,FALSE
623,TRUE,57,TRUE
499,TRUE,52,FALSE
244,TRUE,22,FALSE
659,TRUE,42,TRUE
552,TRUE,31,TRUE
46,TRUE,48,FALSE
55,TRUE,24,FALSE
82,FALSE,44,FALSE
124,TRUE,53,FALSE
583,TRUE,49,TRUE
480,FALSE,34,FALSE
212,FALSE,33,FALSE
570,TRUE,54,TRUE
464,FALSE,65,FALSE
301,TRUE,54,TRUE
63,FALSE,48,FALSE
268,TRUE,43,TRUE
698,TRUE,39,TRUE
539,FALSE,59,TRUE
144,FALSE,42,FALSE
412,TRUE,65,FALSE
634,TRUE,41,TRUE
141,FALSE,48,FALSE
173,FALSE,27,FALSE
537,TRUE,68,FALSE
173,FALSE,73,FALSE
370,FALSE,61,FALSE
265,TRUE,41,FALSE
62,FALSE,51,FALSE
361,TRUE,47,FALSE
430,FALSE,31,FALSE
321,TRUE,42,FALSE
367,FALSE,25,FALSE
207,TRUE,54,FALSE
213,FALSE,46,FALSE
364,FALSE,53,FALSE
128,FALSE,47,FALSE
240,FALSE,46,FALSE
151,TRUE,46,FALSE
570,TRUE,41,TRUE
600,TRUE,25,FALSE
516,TRUE,33,FALSE
673,TRUE,47,TRUE
398,FALSE,33,FALSE
462,FALSE,65,FALSE
89,TRUE,31,FALSE
299,FALSE,46,TRUE
38,TRUE,36,FALSE
149,TRUE,52,FALSE
165,TRUE,46,FALSE
189,TRUE,58,FALSE
53,FALSE,72,FALSE
304,FALSE,70,FALSE
193,FALSE,30,FALSE
688,TRUE,58,TRUE
168,FALSE,43,FALSE
352,FALSE,64,FALSE
637,TRUE,44,TRUE
415,FALSE,46,FALSE
396,FALSE,28,FALSE
301,FALSE,31,FALSE
545,TRUE,43,TRUE
187,TRUE,23,FALSE
121,FALSE,57,FALSE
352,TRUE,49,FALSE
260,FALSE,49,FALSE
420,FALSE,59,FALSE
378,FALSE,43,FALSE
428,FALSE,32,FALSE
12,FALSE,56,FALSE
136,FALSE,36,FALSE
230,FALSE,50,FALSE
102,FALSE,41,FALSE
678,FALSE,44,TRUE
684,TRUE,51,TRUE
16,FALSE,54,FALSE
185,FALSE,35,FALSE
498,TRUE,60,FALSE
452,FALSE,31,TRUE
511,TRUE,40,FALSE
157,FALSE,38,FALSE
194,FALSE,33,FALSE
480,FALSE,60,FALSE
567,TRUE,33,TRUE
693,TRUE,38,TRUE
368,FALSE,40,TRUE
486,FALSE,38,FALSE
577,TRUE,59,TRUE
695,TRUE,46,TRUE
562,TRUE,54,FALSE
111,TRUE,44,FALSE
665,FALSE,77,FALSE
483,FALSE,49,FALSE
456,TRUE,28,FALSE
421,TRUE,28,FALSE
615,TRUE,41,TRUE
705,TRUE,42,TRUE
696,TRUE,40,TRUE
583,TRUE,34,TRUE
274,FALSE,32,FALSE
332,TRUE,34,TRUE
121,FALSE,54,FALSE
473,FALSE,26,FALSE
41,FALSE,66,FALSE
694,TRUE,51,TRUE
630,TRUE,34,TRUE
235,FALSE,66,FALSE
551,TRUE,35,FALSE
653,TRUE,54,TRUE
579,TRUE,50,TRUE
640,TRUE,21,FALSE
46,TRUE,31,FALSE
270,FALSE,56,FALSE
260,FALSE,50,FALSE
678,TRUE,56,TRUE
586,FALSE,79,FALSE
328,TRUE,37,FALSE
64,FALSE,53,FALSE
296,FALSE,43,FALSE
63,TRUE,49,FALSE
394,FALSE,32,FALSE
234,FALSE,53,FALSE
171,TRUE,41,TRUE
601,TRUE,48,TRUE
28,TRUE,33,FALSE
296,FALSE,51,TRUE
177,FALSE,52,FALSE
460,FALSE,49,FALSE
274,FALSE,43,FALSE
169,TRUE,53,FALSE
73,FALSE,48,FALSE
621,TRUE,24,FALSE
514,TRUE,50,FALSE
219,FALSE,35,FALSE
10,FALSE,58,FALSE
383,FALSE,51,FALSE
392,TRUE,52,FALSE
158,FALSE,41,FALSE
564,TRUE,26,FALSE
301,TRUE,42,FALSE
102,FALSE,79,FALSE
98,FALSE,49,FALSE
6,FALSE,56,FALSE
681,FALSE,63,FALSE
122,FALSE,67,FALSE
271,FALSE,37,FALSE
577,TRUE,56,TRUE
183,FALSE,53,FALSE
234,FALSE,50,FALSE
16,FALSE,43,FALSE
61,FALSE,48,FALSE
696,TRUE,44,TRUE
102,FALSE,42,FALSE
524,TRUE,46,TRUE
78,FALSE,26,TRUE
302,FALSE,50,TRUE
67,FALSE,43,FALSE
453,TRUE,35,TRUE
358,FALSE,49,FALSE
215,TRUE,38,FALSE
269,TRUE,57,TRUE
664,TRUE,41,TRUE
107,FALSE,43,FALSE
616,TRUE,68,TRUE
414,FALSE,24,TRUE
219,TRUE,30,FALSE
199,FALSE,27,FALSE
181,FALSE,50,FALSE
295,FALSE,30,FALSE
145,FALSE,47,FALSE
291,FALSE,77,TRUE
649,TRUE,43,TRUE
143,TRUE,57,FALSE
79,FALSE,47,FALSE
584,TRUE,33,TRUE
